direction,coverage,year,passengers,country_code,airport_code
Arrivals,International,2017,2231136,UK,EGNX
Arrivals,International,2018,2234256,UK,EGNX
Arrivals,International,2019,2161203,UK,EGNX
Arrivals,National,2017,204681,UK,EGNX
Arrivals,National,2018,198038,UK,EGNX
Arrivals,National,2019,168540,UK,EGNX
Arrivals,International,2017,333,UK,EGPA
Arrivals,International,2018,253,UK,EGPA
Arrivals,International,2019,180,UK,EGPA
Arrivals,National,2017,94199,UK,EGPA
Arrivals,National,2018,96119,UK,EGPA
Arrivals,National,2019,91178,UK,EGPA
Arrivals,International,2017,815,UK,EGPB
Arrivals,International,2018,1020,UK,EGPB
Arrivals,International,2019,855,UK,EGPB
Arrivals,National,2017,126137,UK,EGPB
Arrivals,National,2018,121364,UK,EGPB
Arrivals,National,2019,131883,UK,EGPB
Arrivals,National,2017,8668,UK,EGPC
Arrivals,National,2018,8267,UK,EGPC
Arrivals,National,2019,6629,UK,EGPC
Arrivals,International,2017,486882,UK,EGPD
Arrivals,International,2018,464194,UK,EGPD
Arrivals,International,2019,474732,UK,EGPD
Arrivals,National,2017,1053025,UK,EGPD
Arrivals,National,2018,1057355,UK,EGPD
Arrivals,National,2019,976855,UK,EGPD
Arrivals,International,2017,49164,UK,EGPE
Arrivals,International,2018,51266,UK,EGPE
Arrivals,International,2019,59904,UK,EGPE
Arrivals,National,2017,384372,UK,EGPE
Arrivals,National,2018,392525,UK,EGPE
Arrivals,National,2019,404840,UK,EGPE
Arrivals,International,2017,2804499,UK,EGPF
Arrivals,International,2018,2704813,UK,EGPF
Arrivals,International,2019,2450427,UK,EGPF
Arrivals,National,2017,2149868,UK,EGPF
Arrivals,National,2018,2129162,UK,EGPF
Arrivals,National,2019,1968591,UK,EGPF
Arrivals,International,2017,4067623,UK,EGPH
Arrivals,International,2018,4458367,UK,EGPH
Arrivals,International,2019,4694563,UK,EGPH
Arrivals,National,2017,2649416,UK,EGPH
Arrivals,National,2018,2694119,UK,EGPH
Arrivals,National,2019,2674889,UK,EGPH
Arrivals,National,2017,16281,UK,EGPI
Arrivals,National,2018,16328,UK,EGPI
Arrivals,National,2019,17411,UK,EGPI
Arrivals,International,2017,347170,UK,EGPK
Arrivals,International,2018,342297,UK,EGPK
Arrivals,International,2019,320831,UK,EGPK
Arrivals,National,2017,2256,UK,EGPK
Arrivals,National,2018,735,UK,EGPK
Arrivals,National,2019,682,UK,EGPK
Arrivals,National,2017,16643,UK,EGPL
Arrivals,National,2018,17560,UK,EGPL
Arrivals,National,2019,17257,UK,EGPL
Arrivals,National,2017,85230,UK,EGPM
Arrivals,National,2018,87077,UK,EGPM
Arrivals,National,2019,54510,UK,EGPM
Arrivals,International,2017,213,UK,EGPN
Arrivals,International,2018,288,UK,EGPN
Arrivals,International,2019,121,UK,EGPN
Arrivals,National,2017,10192,UK,EGPN
Arrivals,National,2018,10115,UK,EGPN
Arrivals,National,2019,9971,UK,EGPN
Arrivals,International,2018,0,UK,EGPO
Arrivals,International,2019,12,UK,EGPO
Arrivals,National,2017,67380,UK,EGPO
Arrivals,National,2018,68358,UK,EGPO
Arrivals,National,2019,65480,UK,EGPO
Arrivals,National,2017,7303,UK,EGPR
Arrivals,National,2018,7366,UK,EGPR
Arrivals,National,2019,7281,UK,EGPR
Arrivals,National,2017,6359,UK,EGPU
Arrivals,National,2018,6469,UK,EGPU
Arrivals,National,2019,6185,UK,EGPU
Arrivals,International,2017,144450,UK,EGSH
Arrivals,International,2018,157777,UK,EGSH
Arrivals,International,2019,156341,UK,EGSH
Arrivals,National,2017,118988,UK,EGSH
Arrivals,National,2018,110364,UK,EGSH
Arrivals,National,2019,109444,UK,EGSH
Arrivals,International,2017,12021200,UK,EGSS
Arrivals,International,2018,12989232,UK,EGSS
Arrivals,International,2019,13212065,UK,EGSS
Arrivals,National,2017,872830,UK,EGSS
Arrivals,National,2018,971341,UK,EGSS
Arrivals,National,2019,777513,UK,EGSS
Arrivals,International,2017,229593,UK,EGTE
Arrivals,International,2018,235638,UK,EGTE
Arrivals,International,2019,289757,UK,EGTE
Arrivals,National,2017,223568,UK,EGTE
Arrivals,National,2018,226542,UK,EGTE
Arrivals,National,2019,219317,UK,EGTE
Arrivals,International,2018,100,UK,EGTK
Arrivals,National,2017,45,UK,EGTK
Arrivals,National,2018,0,UK,EGTK
Departures,International,2017,416138,AT,LOWG
Departures,International,2018,451279,AT,LOWG
Departures,International,2019,457154,AT,LOWG
Departures,International,2020,77946,AT,LOWG
Departures,International,2021,84524,AT,LOWG
Departures,International,2022,240241,AT,LOWG
Departures,National,2017,69503,AT,LOWG
Departures,National,2018,73283,AT,LOWG
Departures,National,2019,69048,AT,LOWG
Departures,National,2020,23315,AT,LOWG
Departures,National,2021,31942,AT,LOWG
Departures,National,2022,46098,AT,LOWG
Departures,International,2017,452969,AT,LOWI
Departures,International,2018,456791,AT,LOWI
Departures,International,2019,473060,AT,LOWI
Departures,International,2020,219191,AT,LOWI
Departures,International,2021,41544,AT,LOWI
Departures,International,2022,312881,AT,LOWI
Departures,National,2017,92389,AT,LOWI
Departures,National,2018,103845,AT,LOWI
Departures,National,2019,101544,AT,LOWI
Departures,National,2020,32117,AT,LOWI
Departures,National,2021,19095,AT,LOWI
Departures,National,2022,47579,AT,LOWI
Departures,International,2017,52863,AT,LOWK
Departures,International,2018,54953,AT,LOWK
Departures,International,2019,45004,AT,LOWK
Departures,International,2020,15697,AT,LOWK
Departures,International,2021,7499,AT,LOWK
Departures,International,2022,18927,AT,LOWK
Departures,National,2017,54575,AT,LOWK
Departures,National,2018,60448,AT,LOWK
Departures,National,2019,60442,AT,LOWK
Departures,National,2020,10161,AT,LOWK
Departures,National,2021,7280,AT,LOWK
Departures,National,2022,22995,AT,LOWK
Departures,International,2017,187940,AT,LOWL
Departures,International,2018,220311,AT,LOWL
Departures,International,2019,215108,AT,LOWL
Departures,International,2020,24771,AT,LOWL
Departures,International,2021,34325,AT,LOWL
Departures,International,2022,105437,AT,LOWL
Departures,National,2017,19999,AT,LOWL
Departures,National,2018,17904,AT,LOWL
Departures,National,2019,7560,AT,LOWL
Departures,National,2020,649,AT,LOWL
Departures,National,2021,1546,AT,LOWL
Departures,National,2022,1844,AT,LOWL
Departures,International,2017,901143,AT,LOWS
Departures,International,2018,879997,AT,LOWS
Departures,International,2019,820198,AT,LOWS
Departures,International,2020,338170,AT,LOWS
Departures,International,2021,148692,AT,LOWS
Departures,International,2022,613820,AT,LOWS
Departures,National,2017,45541,AT,LOWS
Departures,National,2018,55552,AT,LOWS
Departures,National,2019,48319,AT,LOWS
Departures,National,2020,7964,AT,LOWS
Departures,National,2021,13,AT,LOWS
Departures,National,2022,2463,AT,LOWS
Departures,International,2017,12031074,AT,LOWW
Departures,International,2018,13364032,AT,LOWW
Departures,International,2019,15657627,AT,LOWW
Departures,International,2020,3857287,AT,LOWW
Departures,International,2021,5214677,AT,LOWW
Departures,International,2022,11826734,AT,LOWW
Departures,National,2017,270159,AT,LOWW
Departures,National,2018,292088,AT,LOWW
Departures,National,2019,275379,AT,LOWW
Departures,National,2020,72491,AT,LOWW
Departures,National,2021,56519,AT,LOWW
Departures,National,2022,112397,AT,LOWW
Departures,International,2021,373044,BA,LQSA
Departures,National,2021,12,BA,LQSA
Departures,International,2021,115237,BA,LQTZ
Departures,National,2021,0,BA,LQTZ
Departures,International,2017,126091,BE,EBAW
Departures,International,2018,139963,BE,EBAW
Departures,International,2019,142230,BE,EBAW
Departures,International,2020,35806,BE,EBAW
Departures,International,2021,56293,BE,EBAW
Departures,International,2022,106810,BE,EBAW
Departures,National,2017,2153,BE,EBAW
Departures,National,2018,2160,BE,EBAW
Departures,National,2019,2359,BE,EBAW
Departures,National,2020,1434,BE,EBAW
Departures,National,2021,11008,BE,EBAW
Departures,National,2022,7494,BE,EBAW
Departures,International,2017,12380694,BE,EBBR
Departures,International,2018,12839322,BE,EBBR
Departures,International,2019,13200113,BE,EBBR
Departures,International,2020,3356541,BE,EBBR
Departures,International,2021,4691001,BE,EBBR
Departures,International,2022,9496110,BE,EBBR
Departures,National,2017,464,BE,EBBR
Departures,National,2018,192,BE,EBBR
Departures,National,2019,277,BE,EBBR
Departures,National,2020,161,BE,EBBR
Departures,National,2021,106,BE,EBBR
Departures,National,2022,783,BE,EBBR
Departures,International,2017,3842993,BE,EBCI
Departures,International,2018,4002354,BE,EBCI
Departures,International,2019,4100338,BE,EBCI
Departures,International,2020,1246860,BE,EBCI
Departures,International,2021,1873874,BE,EBCI
Departures,International,2022,4101661,BE,EBCI
Departures,National,2017,161,BE,EBCI
Departures,National,2018,613,BE,EBCI
Departures,National,2019,376,BE,EBCI
Departures,National,2020,0,BE,EBCI
Departures,National,2021,1,BE,EBCI
Departures,National,2022,84,BE,EBCI
Departures,International,2017,95483,BE,EBLG
Departures,International,2018,82436,BE,EBLG
Departures,International,2019,75775,BE,EBLG
Departures,International,2020,19910,BE,EBLG
Departures,International,2021,37437,BE,EBLG
Departures,International,2022,79463,BE,EBLG
Departures,National,2017,543,BE,EBLG
Departures,National,2018,500,BE,EBLG
Departures,National,2019,871,BE,EBLG
Departures,National,2020,89,BE,EBLG
Departures,National,2021,118,BE,EBLG
Departures,National,2022,908,BE,EBLG
Departures,International,2017,177112,BE,EBOS
Departures,International,2018,207114,BE,EBOS
Departures,International,2019,224210,BE,EBOS
Departures,International,2020,49513,BE,EBOS
Departures,International,2021,104119,BE,EBOS
Departures,International,2022,180314,BE,EBOS
Departures,National,2017,2170,BE,EBOS
Departures,National,2018,1390,BE,EBOS
Departures,National,2019,2398,BE,EBOS
Departures,National,2020,1176,BE,EBOS
Departures,National,2021,4465,BE,EBOS
Departures,National,2022,2889,BE,EBOS
Departures,International,2017,1460573,BG,LBBG
Departures,International,2018,1613913,BG,LBBG
Departures,International,2019,1410768,BG,LBBG
Departures,International,2020,201043,BG,LBBG
Departures,International,2021,469035,BG,LBBG
Departures,International,2022,797756,BG,LBBG
Departures,National,2017,21906,BG,LBBG
Departures,National,2018,18731,BG,LBBG
Departures,National,2019,22057,BG,LBBG
Departures,National,2020,8600,BG,LBBG
Departures,National,2021,17371,BG,LBBG
Departures,National,2022,18696,BG,LBBG
Departures,International,2017,3141799,BG,LBSF
Departures,International,2018,3342174,BG,LBSF
Departures,International,2019,3417745,BG,LBSF
Departures,International,2020,1355357,BG,LBSF
Departures,International,2021,1550614,BG,LBSF
Departures,International,2022,2884256,BG,LBSF
Departures,National,2017,139762,BG,LBSF
Departures,National,2018,158099,BG,LBSF
Departures,National,2019,145484,BG,LBSF
Departures,National,2020,67909,BG,LBSF
Departures,National,2021,99994,BG,LBSF
Departures,National,2022,117446,BG,LBSF
Departures,International,2017,862043,BG,LBWN
Departures,International,2018,1003523,BG,LBWN
Departures,International,2019,911769,BG,LBWN
Departures,International,2020,252674,BG,LBWN
Departures,International,2021,466556,BG,LBWN
Departures,International,2022,638304,BG,LBWN
Departures,National,2017,130000,BG,LBWN
Departures,National,2018,146039,BG,LBWN
Departures,National,2019,133077,BG,LBWN
Departures,National,2020,60111,BG,LBWN
Departures,National,2021,99181,BG,LBWN
Departures,National,2022,109019,BG,LBWN
Departures,International,2017,3633459,CH,LFSB
Departures,International,2018,3937644,CH,LFSB
Departures,International,2019,4210469,CH,LFSB
Departures,International,2020,1148944,CH,LFSB
Departures,International,2021,1546531,CH,LFSB
Departures,International,2022,3121715,CH,LFSB
Departures,National,2017,538,CH,LFSB
Departures,National,2018,620,CH,LFSB
Departures,National,2019,481,CH,LFSB
Departures,National,2020,0,CH,LFSB
Departures,National,2021,318,CH,LFSB
Departures,National,2022,1097,CH,LFSB
Departures,International,2017,8327410,CH,LSGG
Departures,International,2018,8496212,CH,LSGG
Departures,International,2019,8619508,CH,LSGG
Departures,International,2020,2709178,CH,LSGG
Departures,International,2021,2877630,CH,LSGG
Departures,International,2022,6828395,CH,LSGG
Departures,National,2017,321955,CH,LSGG
Departures,National,2018,317772,CH,LSGG
Departures,National,2019,315730,CH,LSGG
Departures,National,2020,87163,CH,LSGG
Departures,National,2021,99735,CH,LSGG
Departures,National,2022,171668,CH,LSGG
Departures,International,2017,4429,CH,LSGS
Departures,International,2018,4224,CH,LSGS
Departures,International,2019,984,CH,LSGS
Departures,International,2020,784,CH,LSGS
Departures,International,2021,5937,CH,LSGS
Departures,International,2022,2095,CH,LSGS
Departures,National,2017,285,CH,LSGS
Departures,National,2018,159,CH,LSGS
Departures,National,2019,191,CH,LSGS
Departures,National,2020,2,CH,LSGS
Departures,National,2021,9003,CH,LSGS
Departures,National,2022,12,CH,LSGS
Departures,International,2017,2749,CH,LSZA
Departures,International,2018,492,CH,LSZA
Departures,International,2019,520,CH,LSZA
Departures,International,2020,150,CH,LSZA
Departures,International,2021,3127,CH,LSZA
Departures,International,2022,298,CH,LSZA
Departures,National,2017,65556,CH,LSZA
Departures,National,2018,44566,CH,LSZA
Departures,National,2019,27699,CH,LSZA
Departures,National,2020,0,CH,LSZA
Departures,National,2021,1180,CH,LSZA
Departures,National,2022,0,CH,LSZA
Departures,International,2017,84238,CH,LSZB
Departures,International,2018,67862,CH,LSZB
Departures,International,2019,11211,CH,LSZB
Departures,International,2020,2818,CH,LSZB
Departures,International,2021,8600,CH,LSZB
Departures,International,2022,17761,CH,LSZB
Departures,National,2017,263,CH,LSZB
Departures,National,2018,139,CH,LSZB
Departures,National,2019,37,CH,LSZB
Departures,National,2020,0,CH,LSZB
Departures,National,2021,4333,CH,LSZB
Departures,National,2022,0,CH,LSZB
Departures,International,2017,14342206,CH,LSZH
Departures,International,2018,15202813,CH,LSZH
Departures,International,2019,15395697,CH,LSZH
Departures,International,2020,3999917,CH,LSZH
Departures,International,2021,5024711,CH,LSZH
Departures,International,2022,11049548,CH,LSZH
Departures,National,2017,338305,CH,LSZH
Departures,National,2018,351158,CH,LSZH
Departures,National,2019,342122,CH,LSZH
Departures,National,2020,84510,CH,LSZH
Departures,National,2021,93277,CH,LSZH
Departures,National,2022,163876,CH,LSZH
Departures,International,2017,54993,CH,LSZR
Departures,International,2018,56725,CH,LSZR
Departures,International,2019,54152,CH,LSZR
Departures,International,2020,11248,CH,LSZR
Departures,International,2021,16064,CH,LSZR
Departures,International,2022,12836,CH,LSZR
Departures,National,2017,207,CH,LSZR
Departures,National,2018,304,CH,LSZR
Departures,National,2019,160,CH,LSZR
Departures,National,2020,0,CH,LSZR
Departures,National,2021,267,CH,LSZR
Departures,National,2022,0,CH,LSZR
Departures,International,2017,3934795,CY,LCLK
Departures,International,2018,4103255,CY,LCLK
Departures,International,2019,4178368,CY,LCLK
Departures,International,2020,843724,CY,LCLK
Departures,International,2021,1797700,CY,LCLK
Departures,International,2022,2984245,CY,LCLK
Departures,National,2017,2,CY,LCLK
Departures,National,2018,1,CY,LCLK
Departures,National,2019,0,CY,LCLK
Departures,National,2020,0,CY,LCLK
Departures,National,2021,1,CY,LCLK
Departures,National,2022,176,CY,LCLK
Departures,International,2017,1274481,CY,LCPH
Departures,International,2018,1436647,CY,LCPH
Departures,International,2019,1520973,CY,LCPH
Departures,International,2020,320328,CY,LCPH
Departures,International,2021,755143,CY,LCPH
Departures,International,2022,1586092,CY,LCPH
Departures,National,2017,4,CY,LCPH
Departures,National,2018,0,CY,LCPH
Departures,National,2019,22,CY,LCPH
Departures,National,2020,0,CY,LCPH
Departures,National,2021,1621,CY,LCPH
Departures,National,2022,2692,CY,LCPH
Departures,International,2017,9825,CZ,LKKV
Departures,International,2018,21731,CZ,LKKV
Departures,International,2019,31844,CZ,LKKV
Departures,International,2020,8741,CZ,LKKV
Departures,International,2021,265,CZ,LKKV
Departures,International,2022,2413,CZ,LKKV
Departures,National,2017,519,CZ,LKKV
Departures,National,2018,745,CZ,LKKV
Departures,National,2019,160,CZ,LKKV
Departures,National,2020,14,CZ,LKKV
Departures,National,2021,32,CZ,LKKV
Departures,National,2022,198,CZ,LKKV
Departures,International,2017,150770,CZ,LKMT
Departures,International,2018,183442,CZ,LKMT
Departures,International,2019,166711,CZ,LKMT
Departures,International,2020,18493,CZ,LKMT
Departures,International,2021,69435,CZ,LKMT
Departures,International,2022,146961,CZ,LKMT
Departures,National,2017,15654,CZ,LKMT
Departures,National,2018,13683,CZ,LKMT
Departures,National,2019,1154,CZ,LKMT
Departures,National,2020,1488,CZ,LKMT
Departures,National,2021,1854,CZ,LKMT
Departures,National,2022,727,CZ,LKMT
Departures,International,2017,40423,CZ,LKPD
Departures,International,2018,71153,CZ,LKPD
Departures,International,2019,48391,CZ,LKPD
Departures,International,2020,16478,CZ,LKPD
Departures,International,2021,40622,CZ,LKPD
Departures,International,2022,42836,CZ,LKPD
Departures,National,2017,2766,CZ,LKPD
Departures,National,2018,2460,CZ,LKPD
Departures,National,2019,2287,CZ,LKPD
Departures,National,2020,0,CZ,LKPD
Departures,National,2021,0,CZ,LKPD
Departures,National,2022,275,CZ,LKPD
Departures,International,2017,7684952,CZ,LKPR
Departures,International,2018,8369549,CZ,LKPR
Departures,International,2019,8886566,CZ,LKPR
Departures,International,2020,1855214,CZ,LKPR
Departures,International,2021,2183139,CZ,LKPR
Departures,International,2022,5359063,CZ,LKPR
Departures,National,2017,16174,CZ,LKPR
Departures,National,2018,14312,CZ,LKPR
Departures,National,2019,1828,CZ,LKPR
Departures,National,2020,1780,CZ,LKPR
Departures,National,2021,1913,CZ,LKPR
Departures,National,2022,1086,CZ,LKPR
Departures,International,2017,225131,CZ,LKTB
Departures,International,2018,232690,CZ,LKTB
Departures,International,2019,251169,CZ,LKTB
Departures,International,2020,40824,CZ,LKTB
Departures,International,2021,83117,CZ,LKTB
Departures,International,2022,219959,CZ,LKTB
Departures,National,2017,12778,CZ,LKTB
Departures,National,2018,23396,CZ,LKTB
Departures,National,2019,26575,CZ,LKTB
Departures,National,2020,2612,CZ,LKTB
Departures,National,2021,11573,CZ,LKTB
Departures,National,2022,19796,CZ,LKTB
Departures,International,2017,6150764,DE,EDDB
Departures,International,2018,6183427,DE,EDDB
Departures,International,2019,5627058,DE,EDDB
Departures,International,2020,1559255,DE,EDDB
Departures,International,2021,4285774,DE,EDDB
Departures,International,2022,8617536,DE,EDDB
Departures,National,2017,269113,DE,EDDB
Departures,National,2018,167903,DE,EDDB
Departures,National,2019,72364,DE,EDDB
Departures,National,2020,61777,DE,EDDB
Departures,National,2021,696663,DE,EDDB
Departures,National,2022,1260445,DE,EDDB
Departures,International,2017,330730,DE,EDDC
Departures,International,2018,409967,DE,EDDC
Departures,International,2019,331993,DE,EDDC
Departures,International,2020,81573,DE,EDDC
Departures,International,2021,94570,DE,EDDC
Departures,International,2022,250547,DE,EDDC
Departures,National,2017,519104,DE,EDDC
Departures,National,2018,471521,DE,EDDC
Departures,National,2019,466813,DE,EDDC
Departures,National,2020,110779,DE,EDDC
Departures,National,2021,70429,DE,EDDC
Departures,National,2022,173936,DE,EDDC
Departures,International,2017,137566,DE,EDDE
Departures,International,2018,129966,DE,EDDE
Departures,International,2019,74804,DE,EDDE
Departures,International,2020,12966,DE,EDDE
Departures,International,2021,35831,DE,EDDE
Departures,International,2022,66321,DE,EDDE
Departures,National,2017,5964,DE,EDDE
Departures,National,2018,848,DE,EDDE
Departures,National,2019,2851,DE,EDDE
Departures,National,2020,825,DE,EDDE
Departures,National,2021,380,DE,EDDE
Departures,National,2022,2600,DE,EDDE
Departures,International,2017,28501499,DE,EDDF
Departures,International,2018,30832173,DE,EDDF
Departures,International,2019,31448327,DE,EDDF
Departures,International,2020,8235385,DE,EDDF
Departures,International,2021,11383363,DE,EDDF
Departures,International,2022,22353823,DE,EDDF
Departures,National,2017,3606516,DE,EDDF
Departures,National,2018,3775511,DE,EDDF
Departures,National,2019,3641776,DE,EDDF
Departures,National,2020,952840,DE,EDDF
Departures,National,2021,1026317,DE,EDDF
Departures,National,2022,1983234,DE,EDDF
Departures,International,2017,281875,DE,EDDG
Departures,International,2018,305852,DE,EDDG
Departures,International,2019,300800,DE,EDDG
Departures,International,2020,63568,DE,EDDG
Departures,International,2021,140720,DE,EDDG
Departures,International,2022,333825,DE,EDDG
Departures,National,2017,191312,DE,EDDG
Departures,National,2018,193309,DE,EDDG
Departures,National,2019,189858,DE,EDDG
Departures,National,2020,45094,DE,EDDG
Departures,National,2021,37210,DE,EDDG
Departures,National,2022,83454,DE,EDDG
Departures,International,2017,6173088,DE,EDDH
Departures,International,2018,6023299,DE,EDDH
Departures,International,2019,6086938,DE,EDDH
Departures,International,2020,1520727,DE,EDDH
Departures,International,2021,2027309,DE,EDDH
Departures,International,2022,4349638,DE,EDDH
Departures,National,2017,2634456,DE,EDDH
Departures,National,2018,2593948,DE,EDDH
Departures,National,2019,2572013,DE,EDDH
Departures,National,2020,731764,DE,EDDH
Departures,National,2021,649759,DE,EDDH
Departures,National,2022,1188180,DE,EDDH
Departures,International,2017,4483667,DE,EDDK
Departures,International,2018,4841741,DE,EDDK
Departures,International,2019,4608684,DE,EDDK
Departures,International,2020,1171962,DE,EDDK
Departures,International,2021,1981462,DE,EDDK
Departures,International,2022,4045567,DE,EDDK
Departures,National,2017,1715168,DE,EDDK
Departures,National,2018,1642385,DE,EDDK
Departures,National,2019,1588386,DE,EDDK
Departures,National,2020,355787,DE,EDDK
Departures,National,2021,178222,DE,EDDK
Departures,National,2022,340235,DE,EDDK
Departures,International,2017,10047048,DE,EDDL
Departures,International,2018,10027219,DE,EDDL
Departures,International,2019,10588321,DE,EDDL
Departures,International,2020,2692255,DE,EDDL
Departures,International,2021,3626288,DE,EDDL
Departures,International,2022,7354409,DE,EDDL
Departures,National,2017,2251543,DE,EDDL
Departures,National,2018,2113461,DE,EDDL
Departures,National,2019,2132843,DE,EDDL
Departures,National,2020,536298,DE,EDDL
Departures,National,2021,366599,DE,EDDL
Departures,National,2022,664570,DE,EDDL
Departures,International,2017,17311652,DE,EDDM
Departures,International,2018,18208709,DE,EDDM
Departures,International,2019,19079868,DE,EDDM
Departures,International,2020,4209296,DE,EDDM
Departures,International,2021,5123640,DE,EDDM
Departures,International,2022,13355337,DE,EDDM
Departures,National,2017,4919193,DE,EDDM
Departures,National,2018,4851947,DE,EDDM
Departures,National,2019,4814361,DE,EDDM
Departures,National,2020,1279790,DE,EDDM
Departures,National,2021,1138328,DE,EDDM
Departures,National,2022,2418625,DE,EDDM
Departures,International,2017,1557492,DE,EDDN
Departures,International,2018,1808807,DE,EDDN
Departures,International,2019,1684515,DE,EDDN
Departures,International,2020,368180,DE,EDDN
Departures,International,2021,496510,DE,EDDN
Departures,International,2022,1550119,DE,EDDN
Departures,National,2017,526724,DE,EDDN
Departures,National,2018,421050,DE,EDDN
Departures,National,2019,368454,DE,EDDN
Departures,National,2020,68782,DE,EDDN
Departures,National,2021,40236,DE,EDDN
Departures,National,2022,91754,DE,EDDN
Departures,International,2017,789840,DE,EDDP
Departures,International,2018,928584,DE,EDDP
Departures,International,2019,975959,DE,EDDP
Departures,International,2020,202171,DE,EDDP
Departures,International,2021,304602,DE,EDDP
Departures,International,2022,669074,DE,EDDP
Departures,National,2017,392353,DE,EDDP
Departures,National,2018,362179,DE,EDDP
Departures,National,2019,336517,DE,EDDP
Departures,National,2020,57778,DE,EDDP
Departures,National,2021,32779,DE,EDDP
Departures,National,2022,113412,DE,EDDP
Departures,International,2017,133665,DE,EDDR
Departures,International,2018,115341,DE,EDDR
Departures,International,2019,131052,DE,EDDR
Departures,International,2020,11193,DE,EDDR
Departures,International,2021,67797,DE,EDDR
Departures,International,2022,137075,DE,EDDR
Departures,National,2017,79827,DE,EDDR
Departures,National,2018,77017,DE,EDDR
Departures,National,2019,65466,DE,EDDR
Departures,National,2020,17795,DE,EDDR
Departures,National,2021,9286,DE,EDDR
Departures,National,2022,14433,DE,EDDR
Departures,International,2017,3988120,DE,EDDS
Departures,International,2018,4312149,DE,EDDS
Departures,International,2019,4791126,DE,EDDS
Departures,International,2020,1181327,DE,EDDS
Departures,International,2021,1540576,DE,EDDS
Departures,International,2022,3024259,DE,EDDS
Departures,National,2017,1512461,DE,EDDS
Departures,National,2018,1627874,DE,EDDS
Departures,National,2019,1593107,DE,EDDS
Departures,National,2020,404545,DE,EDDS
Departures,National,2021,261489,DE,EDDS
Departures,National,2022,485654,DE,EDDS
Departures,International,2017,6317328,DE,EDDT
Departures,International,2018,6894501,DE,EDDT
Departures,International,2019,7981494,DE,EDDT
Departures,International,2020,1945679,DE,EDDT
Departures,National,2017,3869365,DE,EDDT
Departures,National,2018,4045506,DE,EDDT
Departures,National,2019,4071611,DE,EDDT
Departures,National,2020,967573,DE,EDDT
Departures,International,2017,2362242,DE,EDDV
Departures,International,2018,2600368,DE,EDDV
Departures,International,2019,2607742,DE,EDDV
Departures,International,2020,588239,DE,EDDV
Departures,International,2021,919571,DE,EDDV
Departures,International,2022,1702149,DE,EDDV
Departures,National,2017,560373,DE,EDDV
Departures,National,2018,551702,DE,EDDV
Departures,National,2019,530754,DE,EDDV
Departures,National,2020,126059,DE,EDDV
Departures,National,2021,113410,DE,EDDV
Departures,National,2022,270033,DE,EDDV
Departures,International,2017,826685,DE,EDDW
Departures,International,2018,832229,DE,EDDW
Departures,International,2019,704818,DE,EDDW
Departures,International,2020,169952,DE,EDDW
Departures,International,2021,190920,DE,EDDW
Departures,International,2022,494159,DE,EDDW
Departures,National,2017,442821,DE,EDDW
Departures,National,2018,447279,DE,EDDW
Departures,National,2019,445120,DE,EDDW
Departures,National,2020,125120,DE,EDDW
Departures,National,2021,125169,DE,EDDW
Departures,National,2022,257057,DE,EDDW
Departures,International,2017,1284033,DE,EDFH
Departures,International,2018,1066413,DE,EDFH
Departures,International,2019,784306,DE,EDFH
Departures,International,2020,240229,DE,EDFH
Departures,International,2021,363931,DE,EDFH
Departures,International,2022,695234,DE,EDFH
Departures,National,2017,1549,DE,EDFH
Departures,National,2018,3102,DE,EDFH
Departures,National,2019,3657,DE,EDFH
Departures,National,2020,1014,DE,EDFH
Departures,National,2021,1572,DE,EDFH
Departures,National,2022,1537,DE,EDFH
Departures,International,2017,581828,DE,EDJA
Departures,International,2018,737983,DE,EDJA
Departures,International,2019,851374,DE,EDJA
Departures,International,2020,339465,DE,EDJA
Departures,International,2021,491661,DE,EDJA
Departures,International,2022,986132,DE,EDJA
Departures,National,2017,1041,DE,EDJA
Departures,National,2018,415,DE,EDJA
Departures,National,2019,747,DE,EDJA
Departures,National,2020,274,DE,EDJA
Departures,National,2021,638,DE,EDJA
Departures,National,2022,971,DE,EDJA
Departures,International,2017,282871,DE,EDLP
Departures,International,2018,280770,DE,EDLP
Departures,International,2019,260932,DE,EDLP
Departures,International,2020,32181,DE,EDLP
Departures,International,2021,56491,DE,EDLP
Departures,International,2022,227779,DE,EDLP
Departures,National,2017,83472,DE,EDLP
Departures,National,2018,84502,DE,EDLP
Departures,National,2019,83623,DE,EDLP
Departures,National,2020,12922,DE,EDLP
Departures,National,2021,6499,DE,EDLP
Departures,National,2022,20748,DE,EDLP
Departures,International,2017,913513,DE,EDLV
Departures,International,2018,825060,DE,EDLV
Departures,International,2019,613983,DE,EDLV
Departures,International,2020,132936,DE,EDLV
Departures,International,2021,295140,DE,EDLV
Departures,International,2022,520403,DE,EDLV
Departures,National,2017,25324,DE,EDLV
Departures,National,2018,7499,DE,EDLV
Departures,National,2019,326,DE,EDLV
Departures,National,2020,188,DE,EDLV
Departures,National,2021,442,DE,EDLV
Departures,National,2022,218,DE,EDLV
Departures,International,2017,894503,DE,EDLW
Departures,International,2018,1024961,DE,EDLW
Departures,International,2019,1252129,DE,EDLW
Departures,International,2020,578124,DE,EDLW
Departures,International,2021,835740,DE,EDLW
Departures,International,2022,1270933,DE,EDLW
Departures,National,2017,96249,DE,EDLW
Departures,National,2018,110484,DE,EDLW
